Palabra,Frecuencia,Archivo
promotor,2,CP13 UNFCC
operación,4,CP13 UNFCC
tratar,4,CP13 UNFCC
incrementar,2,CP13 UNFCC
potencial,4,CP13 UNFCC
apalancar,1,CP13 UNFCC
capital,3,CP13 UNFCC
compartir,1,CP13 UNFCC
mitigar,2,CP13 UNFCC
agrupar,1,CP13 UNFCC
escala,20,CP13 UNFCC
infraestructura,1,CP13 UNFCC
gran,2,CP13 UNFCC
papel,2,CP13 UNFCC
desempeñar,1,CP13 UNFCC
conjunta,2,CP13 UNFCC
gestionar,1,CP13 UNFCC
marcha,3,CP13 UNFCC
ministerio,1,CP13 UNFCC
receptor,1,CP13 UNFCC
periódicamente,6,CP13 UNFCC
mira,4,CP13 UNFCC
aún,2,CP13 UNFCC
medir,2,CP13 UNFCC
ventaja,1,CP13 UNFCC
ambiental,1,CP13 UNFCC
estudie,2,CP13 UNFCC
enlacir,3,CP13 UNFCC
mixto,2,CP13 UNFCC
gem,1,CP13 UNFCC
comisión,1,CP13 UNFCC
considerar,6,CP13 UNFCC
útil,1,CP13 UNFCC
ir,2,CP13 UNFCC
buscar,2,CP13 UNFCC
comercio,1,CP13 UNFCC
asiapacífico,1,CP13 UNFCC
procurar,1,CP13 UNFCC
actúe,1,CP13 UNFCC
proactivo,2,CP13 UNFCC
inste,1,CP13 UNFCC
claro,2,CP13 UNFCC
endógeno,2,CP13 UNFCC
suministro,2,CP13 UNFCC
encontrado,1,CP13 UNFCC
positiva,1,CP13 UNFCC
dar,2,CP13 UNFCC
informar,6,CP13 UNFCC
solicitar,1,CP13 UNFCC
notificar,1,CP13 UNFCC
id,5,CP13 UNFCC
industrial,2,CP13 UNFCC
agriculturar,2,CP13 UNFCC
alimentación,2,CP13 UNFCC
guardar,1,CP13 UNFCC
excelencia,2,CP13 UNFCC
académico,2,CP13 UNFCC
vez,3,CP13 UNFCC
desear,1,CP13 UNFCC
tener,3,CP13 UNFCC
cuanto,1,CP13 UNFCC
analizar,3,CP13 UNFCC
fundamento,1,CP13 UNFCC
propio,1,CP13 UNFCC
vigilar,2,CP13 UNFCC
regularmente,1,CP13 UNFCC
proponer,4,CP13 UNFCC
contener,3,CP13 UNFCC
examinir,3,CP13 UNFCC
vistas,1,CP13 UNFCC
disponer,2,CP13 UNFCC
final,2,CP13 UNFCC
bienal,2,CP13 UNFCC
evolutivo,1,CP13 UNFCC
apruebir,1,CP13 UNFCC
tras,1,CP13 UNFCC
contacto,1,CP13 UNFCC
plenamente,2,CP13 UNFCC
milenio,1,CP13 UNFCC
después,3,CP13 UNFCC
margen,1,CP13 UNFCC
efectuado,3,CP13 UNFCC
examinado,7,CP13 UNFCC
análisis,9,CP13 UNFCC
carencia,4,CP13 UNFCC
dificultar,2,CP13 UNFCC
utilización,1,CP13 UNFCC
adecuación,1,CP13 UNFCC
previsibilidad,1,CP13 UNFCC
listo,2,CP13 UNFCC
verificación,2,CP13 UNFCC
favorable,2,CP13 UNFCC
nortesur,2,CP13 UNFCC
sursur,2,CP13 UNFCC
viii,1,CP13 UNFCC
totalidad,2,CP13 UNFCC
gasto,24,CP13 UNFCC
convenido,5,CP13 UNFCC
ix,1,CP13 UNFCC
licencia,2,CP13 UNFCC
conocimiento,8,CP13 UNFCC
especializado,3,CP13 UNFCC
emisora,2,CP13 UNFCC
x,1,CP13 UNFCC
previsión,2,CP13 UNFCC
posiblemente,1,CP13 UNFCC
situado,2,CP13 UNFCC
tipo,6,CP13 UNFCC
someter,1,CP13 UNFCC
exponer,1,CP13 UNFCC
composición,1,CP13 UNFCC
tres,2,CP13 UNFCC
decir,2,CP13 UNFCC
asia,1,CP13 UNFCC
pacífico,1,CP13 UNFCC
américo,2,CP13 UNFCC
latino,1,CP13 UNFCC
caribir,1,CP13 UNFCC
cuatro,3,CP13 UNFCC
representación,1,CP13 UNFCC
africano,1,CP13 UNFCC
asiático,1,CP13 UNFCC
trabajar,2,CP13 UNFCC
designado,4,CP13 UNFCC
dos,10,CP13 UNFCC
consecutivo,1,CP13 UNFCC
mitad,3,CP13 UNFCC
inicialmente,1,CP13 UNFCC
ejercer,1,CP13 UNFCC
equilibrio,1,CP13 UNFCC
entonces,1,CP13 UNFCC
designar,2,CP13 UNFCC
nombramiento,1,CP13 UNFCC
infra,6,CP13 UNFCC
permanecer,1,CP13 UNFCC
designe,2,CP13 UNFCC
sucesor,2,CP13 UNFCC
concreto,1,CP13 UNFCC
renuncia,1,CP13 UNFCC
cualquiera,2,CP13 UNFCC
asignado,1,CP13 UNFCC
proximidad,1,CP13 UNFCC
resto,1,CP13 UNFCC
expresada,2,CP13 UNFCC
elegir,1,CP13 UNFCC
personal,7,CP13 UNFCC
alguno,1,CP13 UNFCC
reunir,1,CP13 UNFCC
imperioso,1,CP13 UNFCC
limitada,1,CP13 UNFCC
carácter,4,CP13 UNFCC
potenciar,3,CP13 UNFCC
identificación,5,CP13 UNFCC
preparación,11,CP13 UNFCC
modelo,1,CP13 UNFCC
excelente,3,CP13 UNFCC
seis,3,CP13 UNFCC
contribuido,1,CP13 UNFCC
comprensión,1,CP13 UNFCC
j,3,CP13 UNFCC
deficiencia,2,CP13 UNFCC
consulta,5,CP13 UNFCC
representante,2,CP13 UNFCC
detallado,2,CP13 UNFCC
formar,1,CP13 UNFCC
continuo,2,CP13 UNFCC
proseguir,2,CP13 UNFCC
bilateral,2,CP13 UNFCC
acerca,3,CP13 UNFCC
identificar,3,CP13 UNFCC
designir,1,CP13 UNFCC
brinde,1,CP13 UNFCC
formulada,2,CP13 UNFCC
expresar,7,CP13 UNFCC
gratitud,1,CP13 UNFCC
participante,2,CP13 UNFCC
representar,2,CP13 UNFCC
exhaustiva,1,CP13 UNFCC
autorizado,1,CP13 UNFCC
perspectiva,1,CP13 UNFCC
socioeconómico,2,CP13 UNFCC
contenido,4,CP13 UNFCC
conciernar,1,CP13 UNFCC
negociación,3,CP13 UNFCC
aquel,1,CP13 UNFCC
proporcionada,3,CP13 UNFCC
próximo,3,CP13 UNFCC
ciclo,4,CP13 UNFCC
reposición,5,CP13 UNFCC
memorar,3,CP13 UNFCC
entendimiento,3,CP13 UNFCC
consejo,3,CP13 UNFCC
corriente,3,CP13 UNFCC
influir,2,CP13 UNFCC
facilitador,1,CP13 UNFCC
reforma,3,CP13 UNFCC
virtud,7,CP13 UNFCC
fccctp,2,CP13 UNFCC
fcccsbi,10,CP13 UNFCC
dialogueworkingpaperpdf,2,CP13 UNFCC
fccccp,4,CP13 UNFCC
párrs,1,CP13 UNFCC
compile,1,CP13 UNFCC
recomiendir,1,CP13 UNFCC
quinto,5,CP13 UNFCC
continuar,2,CP13 UNFCC
nº,1,CP13 UNFCC
coherencia,1,CP13 UNFCC
complementariedad,1,CP13 UNFCC
catalizar,2,CP13 UNFCC
mitiguen,2,CP13 UNFCC
petición,1,CP13 UNFCC
guarden,1,CP13 UNFCC
proporcionado,1,CP13 UNFCC
gubernamental,8,CP13 UNFCC
aumente,1,CP13 UNFCC
claridad,1,CP13 UNFCC
transparencia,1,CP13 UNFCC
puntualidad,2,CP13 UNFCC
cumplimiento,3,CP13 UNFCC
obligación,5,CP13 UNFCC
aliente,2,CP13 UNFCC
recurrir,1,CP13 UNFCC
prioritariamente,1,CP13 UNFCC
siempre,1,CP13 UNFCC
consultor,1,CP13 UNFCC
simplificar,2,CP13 UNFCC
agilizar,1,CP13 UNFCC
dificultad,1,CP13 UNFCC
experimentación,1,CP13 UNFCC
ayuda,2,CP13 UNFCC
cuál,1,CP13 UNFCC
tercer,4,CP13 UNFCC
detenimiento,1,CP13 UNFCC
comienzo,1,CP13 UNFCC
velar,2,CP13 UNFCC
total,23,CP13 UNFCC
incurrir,3,CP13 UNFCC
corr,1,CP13 UNFCC
erg,1,CP13 UNFCC
defensa,1,CP13 UNFCC
procedimiento,7,CP13 UNFCC
recibir,1,CP13 UNFCC
dimanant,1,CP13 UNFCC
desembolso,2,CP13 UNFCC
puntual,2,CP13 UNFCC
perfeccionir,1,CP13 UNFCC
k,2,CP13 UNFCC
ayude,1,CP13 UNFCC
l,2,CP13 UNFCC
velir,1,CP13 UNFCC
junto,1,CP13 UNFCC
ajuste,2,CP13 UNFCC
posteriormente,1,CP13 UNFCC
apruer,1,CP13 UNFCC
preocupación,2,CP13 UNFCC
prestación,1,CP13 UNFCC
fcccsbimisc,1,CP13 UNFCC
adoptado,2,CP13 UNFCC
impartido,1,CP13 UNFCC
financiado,1,CP13 UNFCC
vigente,1,CP13 UNFCC
párr,6,CP13 UNFCC
situación,1,CP13 UNFCC
ª,1,CP13 UNFCC
hecho,4,CP13 UNFCC
prorrogar,1,CP13 UNFCC
atribución,1,CP13 UNFCC
calidad,15,CP13 UNFCC
asesor,1,CP13 UNFCC
figurir,1,CP13 UNFCC
nairobi,2,CP13 UNFCC
ocupar,1,CP13 UNFCC
determinir,1,CP13 UNFCC
inicio,1,CP13 UNFCC
estime,1,CP13 UNFCC
dehli,1,CP13 UNFCC
provisional,4,CP13 UNFCC
intermedio,3,CP13 UNFCC
surgir,1,CP13 UNFCC
ejecutar,1,CP13 UNFCC
prosigar,2,CP13 UNFCC
intercambien,2,CP13 UNFCC
programático,2,CP13 UNFCC
respalde,1,CP13 UNFCC
respaldar,1,CP13 UNFCC
educación,3,CP13 UNFCC
sensibilización,5,CP13 UNFCC
alcance,1,CP13 UNFCC
incumbir,1,CP13 UNFCC
variar,1,CP13 UNFCC
igual,1,CP13 UNFCC
prioritario,3,CP13 UNFCC
dirigen,1,CP13 UNFCC
materia,1,CP13 UNFCC
culturalmente,1,CP13 UNFCC
preferido,1,CP13 UNFCC
subregional,6,CP13 UNFCC
acrecentar,1,CP13 UNFCC
colectivo,2,CP13 UNFCC
repetición,1,CP13 UNFCC
programación,1,CP13 UNFCC
conocer,2,CP13 UNFCC
ong,6,CP13 UNFCC
orientar,1,CP13 UNFCC
brindar,1,CP13 UNFCC
comunitario,2,CP13 UNFCC
activamente,1,CP13 UNFCC
tomado,1,CP13 UNFCC
obstante,1,CP13 UNFCC
faltar,1,CP13 UNFCC
obstaculizar,1,CP13 UNFCC
aunque,1,CP13 UNFCC
resultar,1,CP13 UNFCC
fácil,2,CP13 UNFCC
difícil,1,CP13 UNFCC
cuantificar,1,CP13 UNFCC
rector,1,CP13 UNFCC
sentar,1,CP13 UNFCC
flexible,1,CP13 UNFCC
impulsado,2,CP13 UNFCC
bás,2,CP13 UNFCC
marrakech,1,CP13 UNFCC
mencionar,1,CP13 UNFCC
ocasión,2,CP13 UNFCC
guiar,1,CP13 UNFCC
gradual,1,CP13 UNFCC
interdisciplinario,1,CP13 UNFCC
holístico,1,CP13 UNFCC
sistemático,2,CP13 UNFCC
categoría,5,CP13 UNFCC
reflejar,1,CP13 UNFCC
centrado,4,CP13 UNFCC
dirigido,1,CP13 UNFCC
joven,3,CP13 UNFCC
adscripción,1,CP13 UNFCC
directivo,1,CP13 UNFCC
competencia,2,CP13 UNFCC
adecuadamente,1,CP13 UNFCC
individual,1,CP13 UNFCC
comportamiento,1,CP13 UNFCC
suministrar,1,CP13 UNFCC
requeír,1,CP13 UNFCC
entender,1,CP13 UNFCC
internet,1,CP13 UNFCC
alfabetización,1,CP13 UNFCC
lingüístico,1,CP13 UNFCC
retroinformación,1,CP13 UNFCC
gobernanza,1,CP13 UNFCC
asumido,1,CP13 UNFCC
destinatario,1,CP13 UNFCC
meta,1,CP13 UNFCC
empresario,1,CP13 UNFCC
etc,1,CP13 UNFCC
definirir,1,CP13 UNFCC
marcos,1,CP13 UNFCC
etapa,1,CP13 UNFCC
material,4,CP13 UNFCC
reforzar,2,CP13 UNFCC
coordinación,3,CP13 UNFCC
consignir,1,CP13 UNFCC
dirección,2,CP13 UNFCC
sitio,2,CP13 UNFCC
persona,1,CP13 UNFCC
indicación,1,CP13 UNFCC
activo,1,CP13 UNFCC
publicación,2,CP13 UNFCC
dominio,1,CP13 UNFCC
traducido,1,CP13 UNFCC
ley,1,CP13 UNFCC
norma,1,CP13 UNFCC
aplicable,1,CP13 UNFCC
protección,1,CP13 UNFCC
obra,1,CP13 UNFCC
amparada,1,CP13 UNFCC
disciplina,1,CP13 UNFCC
formación,1,CP13 UNFCC
docente,1,CP13 UNFCC
sondeo,1,CP13 UNFCC
conocimientosactitud,1,CP13 UNFCC
prácticascomportamiento,1,CP13 UNFCC
traducción,5,CP13 UNFCC
distribución,5,CP13 UNFCC
versión,1,CP13 UNFCC
recabar,2,CP13 UNFCC
intervención,1,CP13 UNFCC
m,1,CP13 UNFCC
contenida,1,CP13 UNFCC
estatal,1,CP13 UNFCC
respaldir,1,CP13 UNFCC
portal,2,CP13 UNFCC
ccinet,4,CP13 UNFCC
perfeccionar,1,CP13 UNFCC
funcionalidad,1,CP13 UNFCC
facilidad,1,CP13 UNFCC
pedagógico,1,CP13 UNFCC
secretaría,1,CP13 UNFCC
ordinario,3,CP13 UNFCC
diagrama,1,CP13 UNFCC
traducir,1,CP13 UNFCC
adaptar,1,CP13 UNFCC
duplicación,1,CP13 UNFCC
eficiente,1,CP13 UNFCC
aportar,1,CP13 UNFCC
inicial,1,CP13 UNFCC
fortalecimiento,1,CP13 UNFCC
informir,1,CP13 UNFCC
alcanzado,1,CP13 UNFCC
adquirir,1,CP13 UNFCC
subsanada,1,CP13 UNFCC
surjar,1,CP13 UNFCC
canal,1,CP13 UNFCC
transmisión,1,CP13 UNFCC
previo,1,CP13 UNFCC
reexaminar,1,CP13 UNFCC
publicar,1,CP13 UNFCC
coordinado,1,CP13 UNFCC
quinquenal,1,CP13 UNFCC
pertinencia,1,CP13 UNFCC
inventario,3,CP13 UNFCC
anual,6,CP13 UNFCC
enero,7,CP13 UNFCC
sexto,2,CP13 UNFCC
demostrado,1,CP13 UNFCC
consonancia,1,CP13 UNFCC
formato,2,CP13 UNFCC
electrónico,1,CP13 UNFCC
solamente,1,CP13 UNFCC
fijar,1,CP13 UNFCC
fcccsbiinf,3,CP13 UNFCC
revisar,1,CP13 UNFCC
variable,1,CP13 UNFCC
esencial,1,CP13 UNFCC
revisado,3,CP13 UNFCC
entrar,1,CP13 UNFCC
vigor,1,CP13 UNFCC
véanse,1,CP13 UNFCC
administrativo,5,CP13 UNFCC
aprobado,2,CP13 UNFCC
comprendido,4,CP13 UNFCC
básico,8,CP13 UNFCC
noviembre,3,CP13 UNFCC
abonado,1,CP13 UNFCC
pagadera,2,CP13 UNFCC
pagado,1,CP13 UNFCC
puntualmente,2,CP13 UNFCC
consignación,4,CP13 UNFCC
reiterar,1,CP13 UNFCC
alemania,2,CP13 UNFCC
valor,2,CP13 UNFCC
euros,7,CP13 UNFCC
anfitrión,4,CP13 UNFCC
varios,1,CP13 UNFCC
secretario,10,CP13 UNFCC
ejecutivo,10,CP13 UNFCC
cuantir,2,CP13 UNFCC
dólares,12,CP13 UNFCC
eeuu,13,CP13 UNFCC
cuadro,16,CP13 UNFCC
deducir,1,CP13 UNFCC
retiren,1,CP13 UNFCC
millón,1,CP13 UNFCC
saldo,4,CP13 UNFCC
arrastrado,2,CP13 UNFCC
ejercicio,2,CP13 UNFCC
plantilla,1,CP13 UNFCC
abarca,1,CP13 UNFCC
indicativa,2,CP13 UNFCC
especificada,3,CP13 UNFCC
añadir,1,CP13 UNFCC
asignar,1,CP13 UNFCC
véar,3,CP13 UNFCC
sexagésimo,1,CP13 UNFCC
autorizar,1,CP13 UNFCC
efectuar,1,CP13 UNFCC
agregado,1,CP13 UNFCC
estimado,5,CP13 UNFCC
ninguno,2,CP13 UNFCC
pagar,1,CP13 UNFCC
íntegramente,1,CP13 UNFCC
deducida,1,CP13 UNFCC
ingreso,3,CP13 UNFCC
presupuestaria,1,CP13 UNFCC
mismo,2,CP13 UNFCC
grado,1,CP13 UNFCC
detalle,1,CP13 UNFCC
precedente,1,CP13 UNFCC
eurós,4,CP13 UNFCC
programasb,1,CP13 UNFCC
dge,2,CP13 UNFCC
ida,2,CP13 UNFCC
aft,2,CP13 UNFCC
atc,2,CP13 UNFCC
mds,2,CP13 UNFCC
aj,2,CP13 UNFCC
sac,3,CP13 UNFCC
secretaríad,1,CP13 UNFCC
generalese,1,CP13 UNFCC
operacionalf,1,CP13 UNFCC
anfitrióng,1,CP13 UNFCC
emplear,1,CP13 UNFCC
dólar,2,CP13 UNFCC
ejecutiva,1,CP13 UNFCC
ciencia,1,CP13 UNFCC
asunto,2,CP13 UNFCC
jurídico,1,CP13 UNFCC
oficina,2,CP13 UNFCC
adjunto,1,CP13 UNFCC
sa,1,CP13 UNFCC
gestionado,1,CP13 UNFCC
estándar,1,CP13 UNFCC
concepto,1,CP13 UNFCC
elevar,1,CP13 UNFCC
equivalente,1,CP13 UNFCC
dotación,1,CP13 UNFCC
orgánico,3,CP13 UNFCC
superiorés,1,CP13 UNFCC
ssg,2,CP13 UNFCC
p,6,CP13 UNFCC
superior,2,CP13 UNFCC
subsecretario,1,CP13 UNFCC
director,1,CP13 UNFCC
congelar,1,CP13 UNFCC
eventual,2,CP13 UNFCC
mil,2,CP13 UNFCC
interpretacióna,1,CP13 UNFCC
documentaciónb,1,CP13 UNFCC
reproducción,3,CP13 UNFCC
reunionesc,1,CP13 UNFCC
parcial,5,CP13 UNFCC
calculado,2,CP13 UNFCC
hipótesis,1,CP13 UNFCC
interpretación,2,CP13 UNFCC
volumen,1,CP13 UNFCC
documentación,2,CP13 UNFCC
promedio,1,CP13 UNFCC
producción,1,CP13 UNFCC
proyección,1,CP13 UNFCC
alrededor,1,CP13 UNFCC
revisión,2,CP13 UNFCC
aproximadamente,1,CP13 UNFCC
presuponer,1,CP13 UNFCC
copia,1,CP13 UNFCC
producido,1,CP13 UNFCC
limitado,1,CP13 UNFCC
ginebra,1,CP13 UNFCC
cifra,1,CP13 UNFCC
supuesto,1,CP13 UNFCC
producir,1,CP13 UNFCC
sueldo,2,CP13 UNFCC
viaje,2,CP13 UNFCC
dieta,2,CP13 UNFCC
intérprete,1,CP13 UNFCC
mecanografiado,1,CP13 UNFCC
envío,1,CP13 UNFCC
telecomunicación,1,CP13 UNFCC
requisito,2,CP13 UNFCC
semana,4,CP13 UNFCC
duración,4,CP13 UNFCC
añoa,2,CP13 UNFCC
informático,1,CP13 UNFCC
analítico,1,CP13 UNFCC
mantenimiento,1,CP13 UNFCC
contabilidad,1,CP13 UNFCC
atribuido,1,CP13 UNFCC
comité,1,CP13 UNFCC
equipo,1,CP13 UNFCC
examinador,1,CP13 UNFCC
francés,1,CP13 UNFCC
continuidad,1,CP13 UNFCC
recuperación,1,CP13 UNFCC
tasa,1,CP13 UNFCC
ajustado,10,CP13 UNFCC
afganistar,1,CP13 UNFCC
albania,1,CP13 UNFCC
angolo,1,CP13 UNFCC
antiguo,1,CP13 UNFCC
barbudo,1,CP13 UNFCC
arabio,1,CP13 UNFCC
saudito,1,CP13 UNFCC
argelia,1,CP13 UNFCC
argentino,1,CP13 UNFCC
armenia,1,CP13 UNFCC
australiar,1,CP13 UNFCC
austria,1,CP13 UNFCC
azerbaiyán,1,CP13 UNFCC
bahama,1,CP13 UNFCC
bahrein,1,CP13 UNFCC
bangladesh,1,CP13 UNFCC
barbado,1,CP13 UNFCC
belarús,1,CP13 UNFCC
bélgico,1,CP13 UNFCC
belice,1,CP13 UNFCC
benin,1,CP13 UNFCC
bhután,1,CP13 UNFCC
bolivia,1,CP13 UNFCC
bosnia,1,CP13 UNFCC
herzegovín,1,CP13 UNFCC
botswán,1,CP13 UNFCC
brasil,1,CP13 UNFCC
bulgario,1,CP13 UNFCC
burkinar,1,CP13 UNFCC
faso,1,CP13 UNFCC
burundi,1,CP13 UNFCC
verde,1,CP13 UNFCC
camboyar,1,CP13 UNFCC
camerún,1,CP13 UNFCC
canadá,1,CP13 UNFCC
chad,1,CP13 UNFCC
chile,1,CP13 UNFCC
chino,1,CP13 UNFCC
chipre,1,CP13 UNFCC
colombia,1,CP13 UNFCC
comora,1,CP13 UNFCC
conguir,2,CP13 UNFCC
costa,1,CP13 UNFCC
rico,1,CP13 UNFCC
côte,1,CP13 UNFCC
divoirar,1,CP13 UNFCC
croacia,1,CP13 UNFCC
cuba,1,CP13 UNFCC
dinamarco,4,CP13 UNFCC
djibouti,1,CP13 UNFCC
dominico,1,CP13 UNFCC
ecuador,1,CP13 UNFCC
egipto,1,CP13 UNFCC
salvador,1,CP13 UNFCC
emirato,1,CP13 UNFCC
árabe,3,CP13 UNFCC
unido,4,CP13 UNFCC
eritrea,1,CP13 UNFCC
eslovaquia,1,CP13 UNFCC
eslovenia,1,CP13 UNFCC
españa,1,CP13 UNFCC
estonia,1,CP13 UNFCC
etiopir,1,CP13 UNFCC
federación,1,CP13 UNFCC
rusia,1,CP13 UNFCC
fiji,1,CP13 UNFCC
filipina,1,CP13 UNFCC
finlandiar,1,CP13 UNFCC
francia,1,CP13 UNFCC
gabón,1,CP13 UNFCC
gambio,1,CP13 UNFCC
georgia,1,CP13 UNFCC
ghán,1,CP13 UNFCC
granado,1,CP13 UNFCC
grecia,1,CP13 UNFCC
guatemala,1,CP13 UNFCC
guinear,3,CP13 UNFCC
ecuatorial,1,CP13 UNFCC
guineabissau,1,CP13 UNFCC
guyana,1,CP13 UNFCC
haití,1,CP13 UNFCC
hondura,1,CP13 UNFCC
hunger,1,CP13 UNFCC
india,1,CP13 UNFCC
islámico,1,CP13 UNFCC
irlando,2,CP13 UNFCC
islandia,1,CP13 UNFCC
isla,3,CP13 UNFCC
cook,1,CP13 UNFCC
marshall,1,CP13 UNFCC
salomón,1,CP13 UNFCC
israel,1,CP13 UNFCC
jamahiriya,1,CP13 UNFCC
libiar,1,CP13 UNFCC
jamaico,1,CP13 UNFCC
japón,1,CP13 UNFCC
jordania,1,CP13 UNFCC
kazajstán,1,CP13 UNFCC
kenya,1,CP13 UNFCC
kirguistán,1,CP13 UNFCC
kiribati,1,CP13 UNFCC
kuwait,1,CP13 UNFCC
ex,1,CP13 UNFCC
yugoslavo,1,CP13 UNFCC
macedonia,1,CP13 UNFCC
lesotho,1,CP13 UNFCC
letonia,1,CP13 UNFCC
líbano,1,CP13 UNFCC
liberio,1,CP13 UNFCC
liechtenstein,1,CP13 UNFCC
lituania,1,CP13 UNFCC
luxemburgo,1,CP13 UNFCC
madagascar,1,CP13 UNFCC
malasiar,1,CP13 UNFCC
malawi,1,CP13 UNFCC
maldiva,1,CP13 UNFCC
malta,1,CP13 UNFCC
marrueco,1,CP13 UNFCC
mauricio,1,CP13 UNFCC
mauritania,1,CP13 UNFCC
méxico,1,CP13 UNFCC
micronesia,1,CP13 UNFCC
federado,1,CP13 UNFCC
moldova,1,CP13 UNFCC
mónaco,1,CP13 UNFCC
mongolia,1,CP13 UNFCC
montenegro,1,CP13 UNFCC
mozambicar,1,CP13 UNFCC
myanmar,1,CP13 UNFCC
namibia,1,CP13 UNFCC
nauru,1,CP13 UNFCC
nepal,1,CP13 UNFCC
nicaragua,1,CP13 UNFCC
níger,1,CP13 UNFCC
nigerio,1,CP13 UNFCC
niue,1,CP13 UNFCC
noruego,1,CP13 UNFCC
zelandia,1,CP13 UNFCC
omán,1,CP13 UNFCC
pakistar,1,CP13 UNFCC
palau,1,CP13 UNFCC
panamá,1,CP13 UNFCC
papua,1,CP13 UNFCC
paraguay,1,CP13 UNFCC
perú,1,CP13 UNFCC
polonia,4,CP13 UNFCC
portugal,1,CP13 UNFCC
qatar,1,CP13 UNFCC
reino,1,CP13 UNFCC
bretaño,1,CP13 UNFCC
norte,1,CP13 UNFCC
sirio,1,CP13 UNFCC
centroafricán,1,CP13 UNFCC
checo,1,CP13 UNFCC
corea,2,CP13 UNFCC
democrático,3,CP13 UNFCC
popular,2,CP13 UNFCC
lao,1,CP13 UNFCC
dominicano,1,CP13 UNFCC
tanzanir,1,CP13 UNFCC
rumania,1,CP13 UNFCC
rwanda,1,CP13 UNFCC
saint,1,CP13 UNFCC
kitts,1,CP13 UNFCC
nevis,1,CP13 UNFCC
samoa,1,CP13 UNFCC
sar,2,CP13 UNFCC
marino,1,CP13 UNFCC
santo,2,CP13 UNFCC
lucir,1,CP13 UNFCC
tomé,1,CP13 UNFCC
príncipe,1,CP13 UNFCC
vicente,1,CP13 UNFCC
granadino,1,CP13 UNFCC
senegal,1,CP13 UNFCC
serbio,1,CP13 UNFCC
seychell,1,CP13 UNFCC
sierra,1,CP13 UNFCC
leonar,1,CP13 UNFCC
singapur,1,CP13 UNFCC
sri,1,CP13 UNFCC
lanko,1,CP13 UNFCC
sudáfrico,1,CP13 UNFCC
sudán,1,CP13 UNFCC
suecia,1,CP13 UNFCC
suizo,1,CP13 UNFCC
suriname,1,CP13 UNFCC
swazilandiar,1,CP13 UNFCC
tailandia,1,CP13 UNFCC
tayikistar,1,CP13 UNFCC
timorleste,1,CP13 UNFCC
togo,1,CP13 UNFCC
tonguir,1,CP13 UNFCC
trinidad,1,CP13 UNFCC
tabago,1,CP13 UNFCC
túnez,1,CP13 UNFCC
turkmenistán,1,CP13 UNFCC
turquir,1,CP13 UNFCC
tuvalu,1,CP13 UNFCC
ucrania,1,CP13 UNFCC
ugando,1,CP13 UNFCC
uruguay,1,CP13 UNFCC
uzbekistán,1,CP13 UNFCC
vanuatu,1,CP13 UNFCC
venezuela,1,CP13 UNFCC
bolivarián,1,CP13 UNFCC
viet,1,CP13 UNFCC
nam,1,CP13 UNFCC
yemen,1,CP13 UNFCC
zambia,1,CP13 UNFCC
zimbabwe,1,CP13 UNFCC
reglamento,1,CP13 UNFCC
rotación,1,CP13 UNFCC
aceptar,2,CP13 UNFCC
ofrecimiento,2,CP13 UNFCC
poznar,1,CP13 UNFCC
prosiga,2,CP13 UNFCC
negocie,2,CP13 UNFCC
firmar,2,CP13 UNFCC
copenhague,1,CP13 UNFCC
confirmación,1,CP13 UNFCC
mesa,1,CP13 UNFCC
reúnir,1,CP13 UNFCC
logístico,1,CP13 UNFCC
tome,1,CP13 UNFCC
mayo,1,CP13 UNFCC
habiéndose,1,CP13 UNFCC
reunido,1,CP13 UNFCC
invitación,1,CP13 UNFCC
profundo,1,CP13 UNFCC
haber,1,CP13 UNFCC
transmitar,1,CP13 UNFCC
hospitalidad,1,CP13 UNFCC
cálido,1,CP13 UNFCC
dispensado,1,CP13 UNFCC
ge,48,CP15 UNFCC
s,1,CP15 UNFCC
conferencio,63,CP15 UNFCC
parte,155,CP15 UNFCC
informe,22,CP15 UNFCC
º,38,CP15 UNFCC
período,69,CP15 UNFCC
sesión,76,CP15 UNFCC
celebrado,3,CP15 UNFCC
copenhague,15,CP15 UNFCC
diciembre,23,CP15 UNFCC
adición,1,CP15 UNFCC
segundo,4,CP15 UNFCC
medida,26,CP15 UNFCC
adoptada,1,CP15 UNFCC
índice,1,CP15 UNFCC
decisión,55,CP15 UNFCC
página,1,CP15 UNFCC
cp,70,CP15 UNFCC
resultado,9,CP15 UNFCC
labor,25,CP15 UNFCC
grupo,49,CP15 UNFCC
trabajo,20,CP15 UNFCC
especial,12,CP15 UNFCC
cooperación,12,CP15 UNFCC
largo,16,CP15 UNFCC
plazo,16,CP15 UNFCC
marco,27,CP15 UNFCC
convención,93,CP15 UNFCC
acuerdo,15,CP15 UNFCC
enmienda,3,CP15 UNFCC
anexo,54,CP15 UNFCC
i,48,CP15 UNFCC
orientación,26,CP15 UNFCC
metodológico,2,CP15 UNFCC
actividad,35,CP15 UNFCC
destinado,8,CP15 UNFCC
reducir,10,CP15 UNFCC
emisión,28,CP15 UNFCC
debido,5,CP15 UNFCC
deforestación,7,CP15 UNFCC
degradación,7,CP15 UNFCC
forestal,18,CP15 UNFCC
función,6,CP15 UNFCC
conservación,3,CP15 UNFCC
gestión,9,CP15 UNFCC
bosques,9,CP15 UNFCC
sostenible,11,CP15 UNFCC
